TXN_DATE_TIME,TRANSACTION_ID,CUSTOMER_ID,POLICY_NUMBER,POLICY_EFF_DT,LOSS_DT,REPORT_DT,INSURANCE_TYPE,PREMIUM_AMOUNT,CLAIM_AMOUNT,CUSTOMER_NAME,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,POSTAL_CODE,SSN,MARITAL_STATUS,AGE,TENURE,EMPLOYMENT_STATUS,NO_OF_FAMILY_MEMBERS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,ROUTING_NUMBER,ACCT_NUMBER,CUSTOMER_EDUCATION_LEVEL,CLAIM_STATUS,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,AGENT_ID,VENDOR_ID
03-12-2020 0.00,TXN00004605,A00004500,PLC00005344,28-10-2013,15-11-2020,20-11-2020,Mobile,10.5,100,Isabelle Murphy,3041 West Marigold Drive,,Fayetteville,AR,72704,571-23-5284,Y,45,62,Y,5,L,Mortgage,LI,77525945,NRDH36566055697728,High School,A,Minor Loss,Ambulance,1,0,FL,Panama City Beach,4,AGENT00274,VNDR00399
03-12-2020 0.00,TXN00004606,A00003015,PLC00007846,23-05-2013,18-11-2020,23-11-2020,Health,174.85,10000,Luis Lichtenfeld,2741 31st Place Northeast,,Washington,DC,20018,638-12-2400,Y,32,39,Y,4,H,Mortgage,MI,30027503,CRQX88896515499801,Masters,A,Minor Loss,Ambulance,1,0,GA,Savannah,19,AGENT00605,VNDR00361
03-12-2020 0.00,TXN00004607,A00006413,PLC00007513,06-11-2015,15-11-2020,20-11-2020,Life,98.45,37000,Danny Bridges,2755 Country Drive,#244,Fremont,CA,94536,002-95-0368,Y,60,54,Y,7,L,Mortgage,LI,14577684,OWWD80606351819898,High School,A,Major Loss,Police,0,1,AZ,Glendale,19,AGENT00966,VNDR00020
03-12-2020 0.00,TXN00004608,A00007093,PLC00002586,10-09-2018,15-11-2020,20-11-2020,Life,94.85,42000,Charlie Stokes,74 Springfield Street,B,Agawam,MA,1001,540-85-0707,Y,51,43,Y,2,M,Own,MI,67041206,UUZU56313869037830,PhD,A,Major Loss,Ambulance,0,0,AZ,Glendale,13,AGENT00766,
03-12-2020 0.00,TXN00004609,A00006045,PLC00007459,09-09-2012,29-11-2020,30-11-2020,Travel,96.3,5000,Taylor Mitchell,2209 June Drive,,Nashville,TN,37214,126-59-4697,Y,40,80,Y,6,M,Mortgage,LI,97029104,GVKW93485976557957,College,A,Minor Loss,Police,1,1,AL,Indian Springs Village,4,AGENT00710,
03-12-2020 0.00,TXN00004610,A00000182,PLC00000405,25-06-2011,24-11-2020,27-11-2020,Health,133.19,20000,Jonathan Guzman,5685 Express Drive,,Montgomery,AL,36116,576-04-8933,Y,36,100,Y,5,M,Own,MI,104709689,BRGZ53531290388999,Bachelor,A,Total Loss,Police,1,0,FL,Panama City,0,AGENT00512,VNDR00122
03-12-2020 0.00,TXN00004611,A00001476,PLC00005705,25-04-2017,26-11-2020,28-11-2020,Motor,80.31,10000,David Bentley,4695 East Huntsville Road,,Fayetteville,AR,72701,446-05-4771,Y,25,50,Y,7,M,Rent,HI,32362305,PSII48281868885262,Bachelor,D,Minor Loss,Police,1,1,MA,Aquinnah,18,AGENT00710,VNDR00419
03-12-2020 0.00,TXN00004612,A00005947,PLC00009150,28-05-2017,01-12-2020,01-12-2020,Property,125.61,36000,Sharon Bowles,6460 Lacrosse Lane,,Glen Burnie,MD,21061,114-42-4280,Y,58,77,Y,2,L,Rent,MI,41720022,RPLW40390836094192,Bachelor,D,Minor Loss,Other,1,0,AL,Montgomery,20,AGENT00923,
03-12-2020 0.00,TXN00004613,A00002907,PLC00008067,07-03-2016,19-11-2020,24-11-2020,Travel,54.83,1000,Meghan Jones,2075 Archer Drive,,Fayetteville,AR,72701,299-07-5153,N,30,13,Y,4,M,Mortgage,LI,67403080,YUDS72138653968961,Bachelor,A,Major Loss,Ambulance,1,1,TN,Nashville,11,AGENT00081,
03-12-2020 0.00,TXN00004614,A00007607,PLC00006312,07-11-2015,27-11-2020,29-11-2020,Mobile,8.04,600,Morris Vautour,332 33rd Avenue North,,Nashville,TN,37209,074-53-0213,Y,62,26,Y,5,L,Rent,MI,38435676,BTXI78199802209824,Bachelor,A,Major Loss,Police,1,0,CO,Arvada,2,AGENT01039,VNDR00393
03-12-2020 0.00,TXN00004615,A00008622,PLC00004947,18-10-2010,29-11-2020,30-11-2020,Health,153.26,9000,Eula Conner,281 MacArthur Boulevard,,Oakland,CA,94610,534-70-3860,N,28,62,Y,5,H,Rent,LI,110591001,TYAY68137905060470,Masters,A,Total Loss,Ambulance,0,0,DC,Washington,19,AGENT01071,VNDR00545
03-12-2020 0.00,TXN00004616,A00002535,PLC00000049,21-01-2017,27-11-2020,29-11-2020,Property,119.36,13000,Pedro Booker,6789 West 70th Avenue,,Arvada,CO,80003,601-02-2157,Y,30,57,Y,2,M,Rent,MI,67345326,UGEO35793950165325,Masters,A,Total Loss,Ambulance,1,0,MD,Pasadena,4,AGENT00231,
03-12-2020 0.00,TXN00004617,A00007326,PLC00002148,28-10-2018,16-11-2020,21-11-2020,Travel,69.81,2000,Mario Nadeau,5634 Kipling Parkway,#102,Arvada,CO,80002,354-63-5268,N,51,42,Y,7,L,Mortgage,MI,90036343,JQHE25769844577127,Bachelor,A,Major Loss,Ambulance,1,0,VT,Woodbury,17,AGENT00419,VNDR00107
03-12-2020 0.00,TXN00004618,A00000336,PLC00008530,08-12-2015,15-11-2020,20-11-2020,Motor,97.83,6000,Bobby Wall,8800 Cordell Circle,#APT 000003,Anchorage,AK,99502,441-36-1815,N,31,62,Y,7,L,Rent,LI,55817264,KBWR37742692379880,Masters,A,Total Loss,None,1,1,CO,Arvada,19,AGENT01009,VNDR00261
03-12-2020 0.00,TXN00004619,A00006897,PLC00001962,13-04-2018,23-11-2020,26-11-2020,Life,61.34,71000,Danielle Sarris,1403 Robinson Road,,Nashville,TN,37138,051-63-7797,N,45,79,Y,4,L,Own,MI,122462254,XCOG60027136911153,Bachelor,D,Major Loss,Other,1,1,OK,Moore,10,AGENT00655,VNDR00418
04-12-2020 0.00,TXN00004620,A00003169,PLC00009337,25-10-2015,27-11-2020,29-11-2020,Health,177.01,2000,Audrey Barrett,2335 Orchard View Lane,,Escondido,CA,92027,215-08-0996,Y,34,84,Y,6,L,Mortgage,LI,68902153,KHDJ35986783593760,Masters,A,Major Loss,Police,0,0,CT,Manchester,16,AGENT00357,VNDR00135
04-12-2020 0.00,TXN00004621,A00007037,PLC00000897,15-09-2010,28-11-2020,30-11-2020,Health,162.74,11000,George Nott,8772 West 79th Avenue,,Arvada,CO,80005,473-93-5234,Y,25,92,Y,2,M,Rent,MI,36499384,FNSD79908928460129,High School,A,Minor Loss,Police,0,1,AL,Montgomery,19,AGENT00453,VNDR00071
04-12-2020 0.00,TXN00004622,A00009634,PLC00007964,01-12-2010,30-11-2020,01-12-2020,Health,116.95,4000,Michael Wilson,70 East Terrace,,South Burlington,VT,5403,364-16-1273,Y,33,47,Y,3,M,Own,MI,91652632,NRUI74031284733007,Bachelor,A,Major Loss,Police,0,0,OK,Oklahoma City,22,AGENT00038,VNDR00113
04-12-2020 0.00,TXN00004623,A00002974,PLC00002517,26-12-2017,16-11-2020,21-11-2020,Mobile,7.49,400,Casey Chase,565 North Lakeshore Drive,,Panama City Beach,FL,32413,783-77-4133,Y,51,102,Y,2,M,Mortgage,HI,63804968,UQUV75344134200987,High School,A,Major Loss,Ambulance,0,0,MD,Glen Burnie,13,AGENT00907,
04-12-2020 0.00,TXN00004624,A00007597,PLC00006500,30-05-2011,15-11-2020,20-11-2020,Motor,129.39,2000,Steven Seibert,2063 Notchbrook Road,,Stowe,VT,5672,733-17-0494,Y,58,9,N,2,L,Mortgage,HI,113205718,HKLY37528224062630,High School,D,Minor Loss,None,1,1,CA,Los Angeles,6,AGENT00975,
04-12-2020 0.00,TXN00004625,A00006603,PLC00001539,25-08-2011,28-11-2020,30-11-2020,Mobile,11.13,300,Kathryn Mallin,6215 Sheridan Boulevard,,Arvada,CO,80003,765-84-0789,Y,39,63,N,4,L,Rent,HI,16180613,IRXP13289552874230,NA,A,Major Loss,Police,0,0,VT,Rutland,15,AGENT00982,VNDR00387
04-12-2020 0.00,TXN00004626,A00001461,PLC00000194,07-07-2015,03-12-2020,03-12-2020,Mobile,11.96,400,Alma Zapata,5124 Williston Road,,Williston,VT,5495,813-52-3462,N,49,82,Y,6,M,Mortgage,MI,13043465,ZBPU73945302315765,High School,A,Total Loss,Ambulance,1,1,OK,Edmond,4,AGENT01072,
04-12-2020 0.00,TXN00004627,A00002188,PLC00006075,30-01-2014,03-12-2020,03-12-2020,Property,116.47,32000,Linda Pereira,17020 West 64th Drive,,Arvada,CO,80007,421-24-2270,N,63,80,Y,3,M,Mortgage,MI,17850573,NQYC33170835760349,High School,A,Total Loss,Other,1,1,DC,Washington,16,AGENT01026,VNDR00010
04-12-2020 0.00,TXN00004628,A00000137,PLC00005790,20-05-2014,14-11-2020,19-11-2020,Mobile,8.28,300,Priscilla Eisenberg,1822 North Grand Avenue,,Pueblo,CO,81003,823-66-3268,Y,36,18,Y,3,H,Mortgage,MI,66049720,MJMP41220682579720,Bachelor,A,Minor Loss,Ambulance,0,1,CT,Groton,9,AGENT01134,VNDR00177
04-12-2020 0.00,TXN00004629,A00008013,PLC00005778,19-11-2019,29-11-2020,30-11-2020,Travel,96.74,5000,Mary Hogan,1850 Berryhill Place,,Montgomery,AL,36117,847-72-2207,Y,62,44,N,3,L,Rent,MI,119169683,EIGE79560654664902,Bachelor,D,Major Loss,Other,1,0,VT,Hartford,6,AGENT00480,VNDR00339
04-12-2020 0.00,TXN00004630,A00004048,PLC00008457,29-03-2012,22-11-2020,27-11-2020,Property,150.99,34000,James Casillas,4341 Ponds Street Northeast,,Washington,DC,20019,091-28-2387,N,25,115,Y,3,M,Own,LI,116962540,DISK85868175921168,Bachelor,A,Major Loss,None,1,1,MD,Davidsonville,13,AGENT00990,VNDR00215
04-12-2020 0.00,TXN00004631,A00009600,PLC00000706,05-06-2010,19-11-2020,24-11-2020,Property,85.19,22000,Winston Lindner,129 Lark Lane,,Farmington,AR,72730,239-69-5649,N,34,12,Y,3,L,Mortgage,MI,43285743,ZLSH53863659698729,College,A,Minor Loss,Ambulance,1,1,CA,Berkeley,5,AGENT00298,VNDR00166
04-12-2020 0.00,TXN00004632,A00006919,PLC00006522,29-05-2018,20-11-2020,25-11-2020,Life,53.84,19000,Todd Singleton,1219 North Storer Avenue,#66,Fayetteville,AR,72703,618-89-1215,Y,38,116,Y,6,M,Rent,MI,75943529,ZVZA17520667748822,College,A,Major Loss,None,0,1,MA,Peabody,11,AGENT00305,VNDR00394
04-12-2020 0.00,TXN00004633,A00002133,PLC00005556,06-03-2015,29-11-2020,30-11-2020,Health,133.54,14000,Jack Austin,7 Vantine Avenue,,Alburgh,VT,5440,353-16-7928,Y,26,87,Y,4,M,Rent,HI,83405680,XGXP05573694138839,High School,A,Total Loss,Other,0,0,CA,Union City,3,AGENT00090,
04-12-2020 0.00,TXN00004634,A00007284,PLC00006105,02-09-2014,18-11-2020,23-11-2020,Property,158.21,33000,Kim Dixon,2115 Northwest 22nd Street,,Oklahoma City,OK,73107,637-12-7100,N,55,54,Y,7,L,Own,HI,50921498,BOOP07050922599624,College,A,Major Loss,Police,1,1,AK,Anchorage,9,AGENT00947,VNDR00040
04-12-2020 0.00,TXN00004635,A00008808,PLC00004297,30-06-2019,22-11-2020,27-11-2020,Travel,68.82,3000,Sally Stroud,5330 Shaun Circle,#APT 000002,Anchorage,AK,99507,345-62-8119,Y,48,61,Y,5,L,Rent,MI,127765781,QYHI68946333877624,NA,A,Total Loss,Police,0,1,FL,Panama City Beach,19,AGENT01085,VNDR00544
04-12-2020 0.00,TXN00004636,A00002802,PLC00005508,24-10-2019,02-12-2020,02-12-2020,Health,158.73,5000,Michael Mccarthy,7529 West 72nd Avenue,#4,Arvada,CO,80003,804-80-0573,Y,28,21,N,6,H,Mortgage,MI,110615107,MOTW68308199511714,Bachelor,A,Major Loss,Ambulance,0,1,CA,Oakland,8,AGENT00722,VNDR00359
04-12-2020 0.00,TXN00004637,A00008453,PLC00006514,06-10-2011,18-11-2020,23-11-2020,Health,135.19,3000,William Settle,77 Gerald Drive,,Manchester,CT,6040,745-58-5147,N,57,16,Y,5,L,Mortgage,MI,91615187,DOVQ26310399536397,Bachelor,A,Minor Loss,Other,1,0,CO,Arvada,13,AGENT00577,VNDR00597
04-12-2020 0.00,TXN00004638,A00007730,PLC00000163,26-11-2017,15-11-2020,20-11-2020,Travel,89.57,1000,Robin Baseler,2755 Country Drive,#244,Fremont,CA,94536,688-33-7943,Y,27,27,Y,2,L,Mortgage,LI,21115385,QLIG05044582224258,Bachelor,A,Total Loss,Other,0,1,AR,Fayetteville,1,AGENT00726,VNDR00512
04-12-2020 0.00,TXN00004639,A00001628,PLC00006804,03-03-2016,16-11-2020,21-11-2020,Health,190.47,2000,Carla Martinez,1267 Martin Street,#203,Nashville,TN,37203,232-13-3190,Y,31,32,Y,5,L,Mortgage,LI,33335140,NBOP97327193198859,NA,A,Minor Loss,Other,1,1,OK,Oklahoma City,21,AGENT00678,VNDR00509
04-12-2020 0.00,TXN00004640,A00002512,PLC00006364,22-11-2011,27-11-2020,29-11-2020,Travel,70.57,5000,Lance Davis,1431 King George Boulevard,#21-C,Savannah,GA,31419,596-50-1070,N,62,75,Y,4,M,Mortgage,LI,98985506,JHHI66495971413332,PhD,A,Minor Loss,Other,0,0,OK,Oklahoma City,21,AGENT00668,
04-12-2020 0.00,TXN00004641,A00002705,PLC00005330,30-05-2013,28-11-2020,30-11-2020,Life,55.32,100000,Betty Rodriguez,1200 S Street,,Anchorage,AK,99501,835-18-9569,Y,37,36,Y,6,L,Mortgage,MI,85453384,YAHQ77464976700046,College,A,Major Loss,Other,1,1,AZ,Glendale,13,AGENT00446,VNDR00175
04-12-2020 0.00,TXN00004642,A00007496,PLC00007615,01-04-2012,30-11-2020,01-12-2020,Health,192.76,16000,Kenneth Johnson,1265 Southeast 23rd Terrace,,Oklahoma City,OK,73129,133-87-9058,N,62,38,Y,6,H,Rent,LI,19528599,SYTG90535178523651,Masters,A,Major Loss,None,1,0,KY,Louisville,3,AGENT00586,
04-12-2020 0.00,TXN00004643,A00000455,PLC00001886,25-05-2014,02-12-2020,02-12-2020,Health,107.58,20000,Michael Vagliardo,7002 South Bryant Avenue,,Oklahoma City,OK,73149,797-55-3077,Y,49,71,N,3,L,Rent,HI,23196344,IAKE85504897303296,Bachelor,A,Major Loss,Police,0,1,CA,Mammoth Lakes,8,AGENT00356,VNDR00051
04-12-2020 0.00,TXN00004644,A00003297,PLC00004360,22-01-2012,27-11-2020,29-11-2020,Mobile,9.06,200,Phyllis Wood,1261 Sioux Terrace,,Nashville,TN,37115,810-80-1251,Y,61,27,Y,2,L,Mortgage,LI,108304938,EMPR59173829659113,NA,A,Major Loss,Other,0,1,CO,Grand Junction,0,AGENT00631,VNDR00317
05-12-2020 0.00,TXN00004645,A00003948,PLC00001238,31-10-2012,30-11-2020,01-12-2020,Motor,92.88,7000,David Boyce,4000 Beth Manor Drive,,Montgomery,AL,36109,674-06-0717,N,47,83,Y,5,M,Mortgage,MI,95246730,EBXP49768915850792,Bachelor,A,Major Loss,Police,1,1,AL,Montgomery,13,AGENT01199,VNDR00503
05-12-2020 0.00,TXN00004646,A00000950,PLC00002713,29-07-2010,02-12-2020,02-12-2020,Property,110.49,21000,Kathy Richards,82 Queen Court,,Manchester,CT,6040,435-86-2267,Y,27,99,Y,6,H,Mortgage,HI,39980515,HLUO45995664206088,High School,A,Minor Loss,Other,1,0,MA,Gloucester,15,AGENT01025,VNDR00389
05-12-2020 0.00,TXN00004647,A00004232,PLC00003559,08-11-2019,03-12-2020,03-12-2020,Travel,72.25,4000,Branden Hall,324 East Drive,,Montgomery,AL,36113,622-40-8484,N,44,87,Y,3,L,Rent,MI,60422217,IKKT38524320156177,High School,A,Total Loss,Ambulance,1,1,TN,Nashville,6,AGENT00072,VNDR00141
05-12-2020 0.00,TXN00004648,A00000307,PLC00007549,19-10-2014,29-11-2020,01-12-2020,Travel,57.86,1000,Charles Drakeford,87 Horseshoe Drive,,West Windsor,VT,5037,596-49-8854,Y,45,55,N,2,H,Rent,HI,89216860,RZNY79116615916216,NA,A,Major Loss,None,0,1,CA,Piedmont,9,AGENT00900,
05-12-2020 0.00,TXN00004649,A00005719,PLC00002735,06-09-2018,15-11-2020,20-11-2020,Mobile,6.08,600,David Ramos,105 Hunt Club Court,,Savannah,GA,31406,563-66-0496,N,31,84,Y,6,M,Mortgage,LI,19917964,GTVF50772704660316,Bachelor,A,Total Loss,Police,0,0,AZ,Glendale,21,AGENT00501,VNDR00368
05-12-2020 0.00,TXN00004650,A00002161,PLC00003326,29-01-2012,26-11-2020,29-11-2020,Mobile,10.22,200,Lisa Lamblin,394 Hilltop Lane,,Annapolis,MD,21403,691-76-7036,N,29,62,Y,4,M,Rent,LI,99051808,WENJ53805041104462,Bachelor,A,Major Loss,Ambulance,0,1,MD,Pasadena,8,AGENT00900,VNDR00260
05-12-2020 0.00,TXN00004651,A00006595,PLC00001514,26-10-2018,04-12-2020,04-12-2020,Life,67.08,82000,Lynn Diaz,1911 East 58th Avenue,,Anchorage,AK,99507,588-81-0170,N,49,107,Y,5,M,Own,MI,100057555,AHIH17083236366606,MD,A,Minor Loss,Other,1,0,OK,Oklahoma City,16,AGENT01004,
05-12-2020 0.00,TXN00004652,A00001807,PLC00003042,09-02-2013,26-11-2020,29-11-2020,Motor,88.43,7000,Paul Teodoro,2212 Greenville Street,,Montgomery,AL,36107,851-13-3323,Y,56,26,Y,2,L,Own,MI,96423808,ZQNT11559681893206,Bachelor,A,Total Loss,Ambulance,1,1,CT,Manchester,3,AGENT01044,
05-12-2020 0.00,TXN00004653,A00007769,PLC00008555,03-06-2014,19-11-2020,24-11-2020,Motor,121.28,8000,Susan Whitfield,1516 Ringe Drive,,Severn,MD,21144,365-57-6921,Y,25,76,Y,2,M,Rent,MI,71688503,IIYE90722225076814,High School,A,Major Loss,Ambulance,1,1,CT,Manchester,5,AGENT01081,
05-12-2020 0.00,TXN00004654,A00005526,PLC00004021,25-04-2019,24-11-2020,29-11-2020,Motor,109.23,3000,Manuel Diaz,150 Meadowview Street,,Marshfield,MA,2050,334-49-5246,N,42,109,Y,2,L,Own,MI,39603973,KIJS17415561556595,MD,D,Major Loss,Police,1,1,GA,Savannah,15,AGENT01097,
05-12-2020 0.00,TXN00004655,A00006156,PLC00007490,13-03-2014,25-11-2020,28-11-2020,Property,158.23,10000,Bennie Hills,2201 Ontario Road Northwest,,Washington,DC,20009,053-92-6288,Y,54,22,Y,5,H,Own,LI,106177811,HBDN83119707680434,High School,A,Minor Loss,Ambulance,1,1,AR,Fayetteville,0,AGENT00573,VNDR00076
05-12-2020 0.00,TXN00004656,A00008509,PLC00003209,13-01-2016,25-11-2020,28-11-2020,Mobile,7.19,200,Charles Mitchell,584 Rural Hill Road,,Nashville,TN,37217,445-10-2912,Y,36,104,Y,6,L,Mortgage,MI,126558009,GUOR54697740607416,Bachelor,A,Minor Loss,Ambulance,0,0,CT,Manchester,9,AGENT00350,VNDR00154
05-12-2020 0.00,TXN00004657,A00000673,PLC00001766,16-07-2017,02-12-2020,02-12-2020,Life,98.76,47000,Ryan George,1313 North Road,,Hinesburg,VT,5461,391-65-5589,Y,37,69,Y,2,M,Mortgage,MI,74172472,BNIE62048199370663,College,A,Minor Loss,Ambulance,1,1,AL,Montgomery,11,AGENT00242,
05-12-2020 0.00,TXN00004658,A00007545,PLC00008348,27-06-2016,18-11-2020,23-11-2020,Property,159.69,18000,Colleen Hides,1504 East 55th Street,,Savannah,GA,31404,773-27-0933,Y,44,119,N,2,H,Rent,LI,59183295,XFZX94578346261520,Masters,A,Major Loss,Police,1,1,MD,Annapolis,14,AGENT00309,VNDR00238
05-12-2020 0.00,TXN00004659,A00001969,PLC00003369,24-07-2015,20-11-2020,25-11-2020,Travel,85.21,1000,Mary Abel,2375 Palm Lake Drive,,Merritt Island,FL,32952,127-41-0958,Y,56,103,Y,3,M,Rent,MI,87824665,UEMN82140211255388,Bachelor,A,Minor Loss,None,0,1,AZ,Glendale,8,AGENT00978,
05-12-2020 0.00,TXN00004660,A00006894,PLC00005192,11-04-2019,25-11-2020,28-11-2020,Health,166.78,20000,George Greene,294 East Lakeshore Drive,,Colchester,VT,5446,271-08-9751,N,53,80,Y,5,L,Own,MI,99642356,DITX29158807308525,Bachelor,A,Total Loss,Police,1,1,AR,Fayetteville,10,AGENT00278,
05-12-2020 0.00,TXN00004661,A00007067,PLC00007715,01-10-2019,19-11-2020,24-11-2020,Mobile,7.82,300,Kathryn Dean,4493 Heath Circle,,Rohnert Park,CA,94928,558-40-5192,N,39,37,Y,4,H,Mortgage,MI,117414495,KWVM51310144097309,Bachelor,A,Total Loss,Police,0,1,FL,Mexico Beach,15,AGENT00771,VNDR00177
05-12-2020 0.00,TXN00004662,A00009305,PLC00003206,20-04-2017,25-11-2020,28-11-2020,Health,121.79,15000,Ronnie Lenox,9805 Meadow Vale Drive,,Louisville,KY,40242,234-13-4922,Y,50,90,Y,2,L,Own,MI,22558491,MQBG46449320907068,Bachelor,A,Total Loss,Police,0,1,AK,Anchorage,23,AGENT00446,VNDR00267
05-12-2020 0.00,TXN00004663,A00005991,PLC00003032,24-01-2019,15-11-2020,20-11-2020,Travel,62.41,2000,James Wilkinson,14 Huntington Street,,Manchester,CT,6040,099-32-7656,N,60,16,Y,7,L,Rent,HI,10933688,LQHL73312487265812,Bachelor,A,Minor Loss,Police,0,1,AR,Farmington,16,AGENT01007,VNDR00440
05-12-2020 0.00,TXN00004664,A00008400,PLC00005713,02-08-2018,26-11-2020,29-11-2020,Travel,84.1,2000,Cheryl Kranawetter,5412 East 22nd Avenue,,Anchorage,AK,99508,881-71-7151,Y,59,104,Y,5,L,Mortgage,LI,90121180,DTDC47934947887765,Bachelor,A,Total Loss,Ambulance,1,1,OK,Edmond,5,AGENT00003,VNDR00286
05-12-2020 0.00,TXN00004665,A00001657,PLC00002253,04-06-2014,21-11-2020,26-11-2020,Travel,67.32,4000,Debra Brewer,5 Meadow Lane,,Rutland,VT,5701,587-57-2186,Y,56,105,Y,3,M,Rent,MI,97215633,EBJZ53969468177569,High School,A,Minor Loss,Other,0,1,AZ,Glendale,19,AGENT01142,VNDR00445
06-12-2020 0.00,TXN00004666,A00001985,PLC00003836,28-01-2011,05-12-2020,05-12-2020,Property,85.26,38000,James Rapa,1439 2nd Street,,Panama City,FL,32409,808-77-2691,Y,47,98,Y,3,M,Rent,MI,20293693,FADJ62447475272996,High School,A,Total Loss,Police,1,1,CA,Oakland,2,AGENT00233,
06-12-2020 0.00,TXN00004667,A00003100,PLC00004075,06-03-2016,24-11-2020,29-11-2020,Mobile,11.72,300,Eileen Greer,1514 16th Street Southeast,,Washington,DC,20020,360-89-2572,Y,31,105,Y,4,L,Mortgage,LI,47219278,MGFQ14795985080142,Bachelor,A,Total Loss,Ambulance,1,0,VT,Hartland,17,AGENT00916,
06-12-2020 0.00,TXN00004668,A00003217,PLC00003267,23-04-2017,05-12-2020,05-12-2020,Mobile,7.12,400,Janice Campbell,34 Belair Drive,,Holbrook,MA,2343,331-40-2573,N,41,75,Y,2,L,Rent,HI,107862073,XOZW25368793941984,High School,D,Minor Loss,Ambulance,0,1,TN,Nashville,20,AGENT00689,VNDR00315
06-12-2020 0.00,TXN00004669,A00007021,PLC00002363,24-08-2016,05-12-2020,05-12-2020,Property,127.08,11000,Natalie Parkinson,11256 Palos Verdes Court,,Cupertino,CA,95014,689-50-2683,Y,48,50,Y,7,M,Own,MI,93104243,XOBV66828138989058,Masters,D,Total Loss,Ambulance,0,1,AR,Fayetteville,11,AGENT00335,
06-12-2020 0.00,TXN00004670,A00009388,PLC00002234,19-02-2011,27-11-2020,30-11-2020,Travel,61.05,1000,Jewell Church,107 Laurel Green Court,,Savannah,GA,31419,835-46-1606,Y,41,45,Y,7,M,Mortgage,LI,61326011,PQNN47626169693789,Bachelor,A,Total Loss,Police,0,1,MD,Severn,0,AGENT00487,VNDR00316
06-12-2020 0.00,TXN00004671,A00001339,PLC00001085,25-02-2011,04-12-2020,04-12-2020,Health,120.11,14000,Danica Muzii,205 West Montgomery Cross Road,#1602,Savannah,GA,31406,799-07-1026,Y,47,15,Y,2,L,Mortgage,LI,81061453,NKVW94657221886311,Bachelor,A,Total Loss,Ambulance,0,0,AK,Anchorage,4,AGENT01190,VNDR00099
06-12-2020 0.00,TXN00004672,A00002016,PLC00007169,27-06-2014,05-12-2020,05-12-2020,Life,90.5,18000,Kathy Truman,819 Beazer Lane,,Nashville,TN,37013,712-84-5520,Y,52,58,Y,4,M,Own,MI,54898598,JJLA37634080994584,MD,A,Major Loss,Ambulance,1,1,DC,Washington,20,AGENT00270,VNDR00339
06-12-2020 0.00,TXN00004673,A00007514,PLC00003409,24-08-2019,18-11-2020,23-11-2020,Mobile,6.07,400,Jose Young,2613 Southeast 50th Street,,Oklahoma City,OK,73129,897-51-9854,Y,34,111,Y,2,H,Mortgage,LI,103224440,MYII94435412516992,Bachelor,A,Total Loss,None,1,1,AL,Montgomery,13,AGENT00661,VNDR00512
06-12-2020 0.00,TXN00004674,A00002023,PLC00008382,01-06-2010,03-12-2020,03-12-2020,Travel,92.79,4000,Tracy Scala,713 Ringgold Drive,,Nashville,TN,37207,537-82-8216,Y,55,57,Y,5,L,Rent,HI,68546218,IUUO22469306242878,High School,A,Minor Loss,None,1,1,CT,Manchester,22,AGENT00984,VNDR00083
06-12-2020 0.00,TXN00004675,A00005935,PLC00000178,10-07-2018,02-12-2020,03-12-2020,Mobile,8.65,500,Thomas Gallaher,3904 October Woods Drive,,Nashville,TN,37013,034-73-1377,Y,36,76,Y,3,L,Rent,HI,97292805,WSBF81878979851810,High School,A,Total Loss,Ambulance,1,1,KY,Louisville,0,AGENT00652,VNDR00137
06-12-2020 0.00,TXN00004676,A00003605,PLC00002076,28-08-2016,30-11-2020,02-12-2020,Mobile,9.51,100,Dennis Rye,3420 Horseshoe Circle,,Montgomery,AL,36116,250-11-6267,Y,25,35,Y,3,L,Own,LI,76183207,QKKV97494210039460,Bachelor,A,Minor Loss,Police,1,0,MD,Severn,14,AGENT00775,VNDR00312
06-12-2020 0.00,TXN00004677,A00001088,PLC00002469,22-12-2017,28-11-2020,01-12-2020,Motor,137.41,1000,Spencer Mcelligott,8595 West 81st Drive,,Arvada,CO,80005,739-94-5486,Y,36,79,Y,7,L,Mortgage,MI,87513413,OUOU72050541574469,MD,A,Minor Loss,Police,0,0,CT,Manchester,17,AGENT00320,VNDR00381
06-12-2020 0.00,TXN00004678,A00009867,PLC00008408,13-09-2016,27-11-2020,30-11-2020,Health,100.7,15000,Jeffrey Munyon,114 Middle Road,,,VT,5488,471-40-2823,Y,35,13,Y,7,H,Own,HI,106634066,CCPP46534263802117,High School,A,Total Loss,Ambulance,1,1,AL,Montgomery,7,AGENT00995,VNDR00575
06-12-2020 0.00,TXN00004679,A00007389,PLC00006277,25-01-2015,28-11-2020,01-12-2020,Travel,67.6,5000,Debora Whitley,1129 I Street,,Anchorage,AK,99501,773-33-9685,Y,47,117,Y,2,H,Mortgage,LI,34735710,DGJJ92415653965398,Bachelor,A,Minor Loss,None,0,1,DC,Washington,10,AGENT00626,VNDR00427
